CompletionTime,SpatialError,D,K,Amplitude,Gap,IsPareto
0.10464000000000007,0.90795,0.6106059551239014,0.5102903842926025,0.6418901681900024,0.12574146687984467,FALSE
-0.5144314285714284,1.0,0.7677807211875916,0.029701393097639084,0.028377266600728035,0.6272632479667664,TRUE
0.5427542857142855,-0.19795000000000007,0.3919960558414459,0.4737125635147095,0.869549036026001,0.015572055242955685,TRUE
-0.7239628571428569,0.64645,0.8430724143981934,0.7509637475013733,0.15194647014141083,0.4273746907711029,FALSE
-0.019168571428571646,0.8488,0.9025378227233887,0.6892562508583069,0.7951469421386719,0.7830203771591187,FALSE
-0.3620457142857141,0.5662499999999999,0.8050681663133972,0.4932285094127051,0.9570779810411605,0.15657550112526328,FALSE
0.19988571428571444,0.99205,0.37991251538520476,0.46895151197826457,0.5419645394036471,0.002914272941645908,TRUE
0.49512285714285686,0.44875,0.3298851009195207,0.5645211096829506,0.5549998571611737,0.21767827887648583,TRUE
